Site,Survey date,Site Number,Detector number,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,DATE,TIME,HOUR,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID
High Marks Barn,22/08/2016,67,K1,,20160827_225500.wav,0,0,2.009,0_20160827_225500_000,27/08/2016,22:55:00,22,10:55:00,10,RHFE,5,5,0.750792,,6,81.922,2.73,7.664,83.667,77.861,82.052,28.526,82.063,1.438,150.713,7.114,3.18,1,RHFE
High Marks Barn,22/08/2016,67,K1,,20160827_050157.wav,0,0,2.115,0_20160827_050157_000,27/08/2016,05:01:57,5,17:01:57,17,RHFE,3,3,0.536275,,3,83.087,-6.51,18.528,85.874,78.799,82.672,43.24,82.2,1.811,78.212,18.026,2.44,1,RHFE
High Marks Barn,22/08/2016,67,K1,,20160827_020532.wav,0,0,2.095,0_20160827_020532_000,27/08/2016,02:05:32,2,14:05:32,14,RHFE,7,7,0.696584,,7,82.123,1.13,8.175,84.686,79.217,82.124,20.381,82.483,2.473,-66.016,8.147,3.73,1,RHFE
High Marks Barn,22/08/2016,67,K1,,20160827_003816.wav,0,0,2.125,0_20160827_003816_000,27/08/2016,00:38:16,0,12:38:16,12,RHFE,4,4,0.654341,,4,82.696,2.16,6.411,85.441,80.865,82.957,39.406,83.138,1.978,-95.256,5.951,1.65,1,RHFE
High Marks Barn,22/08/2016,67,K1,,20160826_235226.wav,0,0,2.096,0_20160826_235226_000,26/08/2016,23:52:26,23,11:52:26,11,RHFE,3,3,0.579842,,4,80.644,10.65,11.197,82.713,77.685,81.183,30.526,81.845,1.135,34.344,10.52,5.26,1,RHFE
High Marks Barn,22/08/2016,67,K1,,20160826_011004.wav,0,0,2.068,0_20160826_011004_000,26/08/2016,01:10:04,1,13:10:04,13,RHFE,2,2,0.222331,,2,82.908,0.28,20.922,85.165,81.224,82.938,63.546,83.351,0.047,-401.101,20.849,2.67,1,RHFE
High Marks Barn,22/08/2016,67,K1,,20160825_211114.wav,0,0,2.063,0_20160825_211114_000,25/08/2016,21:11:14,21,09:11:14,9,RHFE,7,7,0.63238,,7,80.494,-1.01,6.506,82.535,76.418,80.471,20.423,80.49,0.548,163.934,6.242,5.31,1,RHFE
High Marks Barn,22/08/2016,67,K1,,20160822_215432.wav,0,0,2.161,0_20160822_215432_000,22/08/2016,21:54:32,21,09:54:32,9,RHFE,5,5,0.511353,,5,83,7.53,10.896,85.556,81.018,83.281,30.936,83.37,2.048,13.314,10.302,3.48,1,RHFE
High Marks Barn,22/08/2016,67,K1,,20160822_214951.wav,0,0,2.127,0_20160822_214951_000,22/08/2016,21:49:51,21,09:49:51,9,RHFE,8,8,0.436032,,8,83.245,4.01,7.952,86.324,80.076,83.177,17.803,83.582,1.6,-218.856,7.378,6.6,1,RHFE
High Marks Barn,22/08/2016,67,K1,,20160826_010244.wav,0,0,2.123,0_20160826_010244_000,26/08/2016,01:02:44,1,13:02:44,13,RHFE,7,6,0.382153,MYBE,7,83.428,-56.25,6.339,85.297,80.615,83.374,17.116,83.602,0.983,147.266,5.378,4.93,1,RHFE
High Marks Barn,22/08/2016,37,K2,,20160823_015620.wav,0,0,2.263,0_20160823_015620_000,23/08/2016,01:56:20,1,13:56:20,13,RHFE,3,3,0.643511,,7,82.289,-0.21,15.73,85.27,77.584,81.782,72.76,82.021,8.999,194.453,13.477,1.51,1,RHFE
High Marks Barn,22/08/2016,37,K2,,20160823_040132.wav,0,0,2.187,0_20160823_040132_000,23/08/2016,04:01:32,4,16:01:32,16,RHFE,11,11,0.696658,,13,82.426,-1.26,7.814,85.132,79.381,82.419,106.63,82.311,2.31,211.296,6.649,6.59,1,RHFE
High Marks Barn,22/08/2016,37,K2,,20160823_004208.wav,0,0,2.461,0_20160823_004208_000,23/08/2016,00:42:08,0,12:42:08,12,RHFE,7,7,0.524475,,7,81.544,0.74,6.419,84.429,76.059,81.479,70.892,81.302,0.731,-438.152,5.848,3.06,1,RHFE
High Marks Barn,22/08/2016,38,L1,,20160824_015159.wav,0,0,6.452,0_20160824_015159_000,24/08/2016,01:51:59,1,13:51:59,13,PIPI,12,7,0.216847,PIPY;BABA,13,47.338,36.21,2.577,70.96,46.331,52.485,130.368,48.163,1.477,445.447,2.24,6.9,1,PIPI MYO RHFE
High Marks Barn,22/08/2016,38,L1,,20160823_012753.wav,0,0,2.809,0_20160823_012753_000,23/08/2016,01:27:53,1,13:27:53,13,RHFE,9,9,0.540013,,11,82.103,4.91,13.867,83.988,79.536,82.174,80.348,82.193,3.846,20.164,12.945,5.53,1,RHFE
High Marks Barn,22/08/2016,38,L1,,20160823_031638.wav,0,0,2.227,0_20160823_031638_000,23/08/2016,03:16:38,3,15:16:38,15,RHFE,12,12,0.676936,,15,81.567,25.53,12.445,85.178,78.443,81.981,34.99,82.043,3.974,192.025,10.079,8.51,1,RHFE
High Marks Barn,22/08/2016,38,L1,,20160823_002940.wav,0,0,2.18,0_20160823_002940_000,23/08/2016,00:29:40,0,12:29:40,12,RHFE,4,4,0.671341,,4,83.13,-4.81,11.499,84.988,78.47,82.546,54.526,82.279,2.16,-77.277,7.666,2.13,1,RHFE
High Marks Barn,22/08/2016,38,L1,,20160823_022205.wav,0,0,2.139,0_20160823_022205_000,23/08/2016,02:22:05,2,14:22:05,14,RHFE,4,4,0.512788,,4,82.075,3.82,7.945,84.258,79.566,82.601,62.344,82.723,2.499,-84.449,6.977,1.94,1,RHFE
High Marks Barn,22/08/2016,38,L1,,20160822_212755.wav,0,0,2.163,0_20160822_212755_000,22/08/2016,21:27:55,21,09:27:55,9,RHFE,5,3,0.135767,PIPY;MYBE,5,76.577,-3.23,10.188,82.859,74.228,77.231,36.041,76.669,1.285,3.041,5.507,3.1,1,RHFE
High Marks Barn,22/08/2016,38,L1,,20160822_215817.wav,0,0,2.397,0_20160822_215817_000,22/08/2016,21:58:17,21,09:58:17,9,RHFE,5,5,0.707024,,5,82.66,-0.09,11.291,85.154,78.639,82.36,108.568,82.823,1.096,191.315,6.376,2.53,1,RHFE
High Marks Barn,22/08/2016,38,L1,,20160823_012730.wav,0,0,2.255,0_20160823_012730_000,23/08/2016,01:27:30,1,13:27:30,13,RHFE,6,5,0.385588,MYBE,7,81,109.38,14.622,84.793,77.072,81.748,35.93,82.002,3.759,221.551,13.046,4.54,1,RHFE
High Marks Barn,22/08/2016,38,L1,,20160824_015355.wav,0,0,2.325,0_20160824_015355_000,24/08/2016,01:53:55,1,13:53:55,13,RHFE,8,8,0.662602,,9,82.03,2.35,10.763,84.957,78.873,81.717,63.781,81.853,3.972,134.765,7.525,4.71,1,RHFE
High Marks Barn,22/08/2016,38,L1,,20160823_012159.wav,0,0,2.213,0_20160823_012159_000,23/08/2016,01:21:59,1,13:21:59,13,RHFE,9,9,0.65955,,13,82.769,-12.11,11.16,85.987,78.494,82.356,30.764,82.101,4.476,99.806,8.175,5.79,1,RHFE
High Marks Barn,22/08/2016,38,L1,,20160824_211440.wav,0,0,3.629,0_20160824_211440_000,24/08/2016,21:14:40,21,09:14:40,9,RHFE,24,13,0.07959,PIPI;PINA,24,63.845,3.88,5.829,66.348,62.047,64.087,120.368,63.963,1.851,168.255,4.336,5.82,1,RHFE PIPI
High Marks Barn,22/08/2016,18,M2,,20160822_212331.wav,0,0,9.253,0_20160822_212331_000,22/08/2016,21:23:31,21,09:23:31,9,EPSE,25,9,0.031671,NYNO;RHFE;NYLE;MYBE,26,45.129,12.28,4.783,48.974,43.106,45.604,325.792,45.33,1.9,158.569,3.595,9.54,1,NYCT RHFE
High Marks Barn,22/08/2016,18,M2,,20160822_213738.wav,0,0,3.676,0_20160822_213738_000,22/08/2016,21:37:38,21,09:37:38,9,RHFE,18,18,0.538937,,21,82.271,17.69,8.005,86.073,78.141,82.423,42.517,82.576,2.966,121.104,5.599,5.88,1,RHFE
High Marks Barn,22/08/2016,12,N2,,20160825_204256.wav,0,0,2.068,0_20160825_204256_000,25/08/2016,20:42:56,20,08:42:56,8,RHFE,2,2,0.775114,,2,81.224,0.3,15.976,82.483,74.654,81.062,62.294,81.65,0.74,218.227,14.402,1.96,1,RHFE
High Marks Barn,22/08/2016,12,N2,,20160824_052719.wav,0,0,2.181,0_20160824_052719_000,24/08/2016,05:27:19,5,17:27:19,17,RHFE,4,3,0.213159,PIPI,4,74.125,-5.3,4.538,76.306,70.991,74.018,209.972,73.785,1.243,287.416,3.486,1.04,1,RHFE PIPI
High Marks Barn,22/08/2016,12,N2,,20160823_205820.wav,0,0,2.689,0_20160823_205820_000,23/08/2016,20:58:20,20,08:58:20,8,RHFE,4,3,0.208732,PIPI,5,72.142,0.42,3.8,74.305,70.628,72.463,119.876,72.32,0.522,-43.823,2.761,1.35,1,RHFE PIPI
High Marks Barn,22/08/2016,12,N2,,20160824_013020.wav,0,0,2.229,0_20160824_013020_000,24/08/2016,01:30:20,1,13:30:20,13,RHFE,4,4,0.470646,,4,82.27,7.46,14.112,84.702,77.824,82.102,31.798,82.908,0.771,-324.772,13.155,4.69,1,RHFE MYO
High Marks Barn,22/08/2016,12,N2,,20160824_045233.wav,0,0,2.085,0_20160824_045233_000,24/08/2016,04:52:33,4,16:52:33,16,RHFE,6,6,0.667306,,6,82.211,-2.17,10.675,84.017,80.446,82.238,27.655,81.933,0.559,253.012,10.216,5.91,1,RHFE
High Marks Barn,22/08/2016,12,N2,,20160823_210513.wav,0,0,2.099,0_20160823_210513_000,23/08/2016,21:05:13,21,09:05:13,9,RHFE,16,15,0.492143,PINA,17,77.291,23.78,5.594,80.782,75.157,77.749,59.391,78.304,1.22,80.468,4.82,10.89,1,RHHI RHFE
High Marks Barn,22/08/2016,8,O2,,20160824_211316.wav,0,0,5.048,0_20160824_211316_000,24/08/2016,21:13:16,21,09:13:16,9,PIPI,24,19,0.155429,RHFE;MYNA,26,51.634,12.38,4.755,56.888,49.754,52.455,142.442,51.792,1.936,98.851,3.583,26.26,1,RHFE PIPI
High Marks Barn,22/08/2016,8,O2,,20160824_212614.wav,0,0,2.861,0_20160824_212614_000,24/08/2016,21:26:14,21,09:26:14,9,PIPI,6,6,0.297288,,6,44.058,-5.08,3.996,48.535,42.74,44.514,146.048,43.951,1.802,281.108,2.528,2.89,1,RHFE PIPI
High Marks Barn,22/08/2016,8,O2,,20160823_033648.wav,0,0,2.088,0_20160823_033648_000,23/08/2016,03:36:48,3,15:36:48,15,RHFE,3,3,0.645226,,5,81.263,130.21,10.499,85.813,78.288,82.639,57.493,82.993,2.457,78.903,8.297,4.11,1,RHFE
High Marks Barn,22/08/2016,8,O2,,20160823_050833.wav,0,0,2.071,0_20160823_050833_000,23/08/2016,05:08:33,5,17:08:33,17,RHFE,5,5,0.641064,,5,81.994,2.88,9.077,85.361,80.986,82.01,58.897,82.156,0.442,111.85,8.826,4,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160824_015144.wav,0,0,2.045,0_20160824_015144_000,24/08/2016,01:51:44,1,13:51:44,13,RHFE,3,3,0.62017,,3,80.816,-5.63,17.781,83.775,79.216,80.535,55.251,80.566,0.561,-134.376,16.828,5.08,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160826_015717.wav,0,0,2.085,0_20160826_015717_000,26/08/2016,01:57:17,1,13:57:17,13,RHFE,6,5,0.268406,PINA,6,75.823,6.41,11.183,78.396,73.592,76.095,26.144,76.365,1.097,-70.161,9.567,10.39,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_033533.wav,0,0,2.411,0_20160823_033533_000,23/08/2016,03:35:33,3,15:35:33,15,RHFE,3,3,0.740757,,4,80.071,85.93,4.424,82.741,77.955,80.578,30.221,81.241,1.873,314.841,3.613,0.99,1,RHFE MYO
High Marks Barn,22/08/2016,42,P1,,20160823_034735.wav,0,0,2.072,0_20160823_034735_000,23/08/2016,03:47:35,3,15:47:35,15,PINA,5,3,0.044532,RHFE,6,54.035,25.75,6.726,55.796,52.509,54.125,29.877,54.117,2.116,-75.019,5.456,3.1,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_051253.wav,0,0,2.611,0_20160823_051253_000,23/08/2016,05:12:53,5,17:12:53,17,RHFE,11,11,0.67634,,12,82.368,0.74,2.853,84.205,80.583,82.048,59.963,82.291,0.668,2.281,2.603,3.04,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_053122.wav,0,0,2.02,0_20160823_053122_000,23/08/2016,05:31:22,5,17:31:22,17,RHFE,14,11,0.247032,PINA;MYBE,14,76.039,32.48,6.863,78.271,72.296,76.135,67.569,76.657,0.999,76.732,5.625,10.98,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160825_202421.wav,0,0,2.008,0_20160825_202421_000,25/08/2016,20:24:21,20,08:24:21,8,RHFE,2,2,0.759196,,2,81.65,-3.68,4.294,82.5,80.849,81.44,59.634,81.242,0.049,146.468,4.244,0.38,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160825_202559.wav,0,0,3.647,0_20160825_202559_000,25/08/2016,20:25:59,20,08:25:59,8,RHFE,23,18,0.227057,PINA,24,72.589,7.43,4.784,75.099,69.578,72.775,135.403,72.809,1.361,-83.767,4.021,12.7,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160825_202744.wav,0,0,4.109,0_20160825_202744_000,25/08/2016,20:27:44,20,08:27:44,8,RHFE,10,8,0.238845,PINA,10,72.801,4.39,3.528,74.626,69.753,73.087,229.023,73.348,1.357,9.033,3.143,3.11,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160825_202834.wav,0,0,2.011,0_20160825_202834_000,25/08/2016,20:28:34,20,08:28:34,8,RHFE,13,12,0.513672,PINA,13,78.211,-2.19,3.958,80.447,75.928,78.003,92.447,78.074,0.887,240.027,3.476,3.77,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160825_202919.wav,0,0,2.976,0_20160825_202919_000,25/08/2016,20:29:19,20,08:29:19,8,RHFE,9,7,0.23147,PINA,9,73.113,-8.57,4.057,75.41,70.439,72.817,132.946,72.748,1.57,126.522,3.591,4.12,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160825_202950.wav,0,0,2.332,0_20160825_202950_000,25/08/2016,20:29:50,20,08:29:50,8,RHFE,16,8,0.061378,PINA;PIPI,17,60.799,-3.2,6.933,62.298,56.566,60.352,20.31,60.501,1.726,19.005,5.702,11.99,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160825_203208.wav,0,0,2.436,0_20160825_203208_000,25/08/2016,20:32:08,20,08:32:08,8,RHFE,12,10,0.302226,PINA,12,75.095,2.91,7.212,77.316,72.416,75.088,42.609,75.438,1.488,39.301,6.63,8.14,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160826_203216.wav,0,0,2.863,0_20160826_203216_000,26/08/2016,20:32:16,20,08:32:16,8,RHFE,20,17,0.316603,PINA,21,75.607,10.02,4.932,77.716,71.461,75.257,45.789,75.549,1.345,178.686,4.068,11.42,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160826_203251.wav,0,0,7.525,0_20160826_203251_000,26/08/2016,20:32:51,20,08:32:51,8,RHFE,43,33,0.219513,PINA;RHHI;MYBE,44,73.526,-1.88,4.979,76.145,69.61,73.304,128.361,73.451,1.41,79.974,4.293,22.69,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160824_203324.wav,0,0,2.041,0_20160824_203324_000,24/08/2016,20:33:24,20,08:33:24,8,RHFE,8,6,0.168823,PIPI;PINA,8,71.653,-3.73,5.159,73.276,67.822,71.144,203.047,71.694,0.654,-38.61,4.427,2.48,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160825_203342.wav,0,0,3.653,0_20160825_203342_000,25/08/2016,20:33:42,20,08:33:42,8,RHFE,32,30,0.555595,MYBE,32,81.929,13.93,4.846,84.281,77.532,81.557,85.064,82.366,1.729,216.65,4.132,13.58,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160824_203348.wav,0,0,3.453,0_20160824_203348_000,24/08/2016,20:33:48,20,08:33:48,8,RHFE,15,10,0.1421,PINA,16,68.57,2.24,4.575,70.703,65.209,68.567,98.375,68.835,1.181,75.056,3.842,6.87,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160826_203419.wav,0,0,3.285,0_20160826_203419_000,26/08/2016,20:34:19,20,08:34:19,8,RHFE,23,23,0.669494,,25,81.845,11.47,5.159,83.956,78.592,81.852,132.539,82.058,1.235,-35.313,4.471,10.41,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160824_203424.wav,0,0,3.751,0_20160824_203424_000,24/08/2016,20:34:24,20,08:34:24,8,RHFE,11,8,0.172673,PINA;RHHI,12,74.271,27.74,5.945,76.855,69.24,74.656,339.899,75.095,1.049,-48.742,5.355,8.31,1,RHFE RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160825_203443.wav,0,0,2.059,0_20160825_203443_000,25/08/2016,20:34:43,20,08:34:43,8,RHFE,7,7,0.56316,,7,82.138,4.2,5.798,84.247,78.541,81.694,254.194,82.493,0.912,211.567,5.32,4.23,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160824_203510.wav,0,0,2.031,0_20160824_203510_000,24/08/2016,20:35:10,20,08:35:10,8,RHFE,3,3,0.782412,,3,81.1,-0.57,4.994,82.815,78.724,80.714,47.834,80.816,1.345,243.852,4.978,1.45,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160826_203534.wav,0,0,2.023,0_20160826_203534_000,26/08/2016,20:35:34,20,08:35:34,8,RHFE,11,11,0.638229,,13,80.363,35.26,4.945,83.001,77.356,80.957,101.783,81.345,0.849,-50.568,4.005,5.74,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160824_203536.wav,0,0,2.069,0_20160824_203536_000,24/08/2016,20:35:36,20,08:35:36,8,RHFE,3,3,0.746,,3,81.11,-4.78,11.893,82.483,75.739,81.229,43.935,81.11,0.05,194.604,10.459,1.86,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160826_203605.wav,0,0,2.276,0_20160826_203605_000,26/08/2016,20:36:05,20,08:36:05,8,RHFE,14,13,0.478433,RHHI,15,80.698,47.71,4.458,82.903,76.384,80.922,26.088,81.714,1.529,-97.016,3.553,4.76,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160824_203624.wav,0,0,2.044,0_20160824_203624_000,24/08/2016,20:36:24,20,08:36:24,8,RHFE,5,5,0.677543,,5,80.496,5.18,12.081,83.06,75.675,80.402,28.265,80.83,1.117,221.198,11.646,5.7,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160826_203632.wav,0,0,2.029,0_20160826_203632_000,26/08/2016,20:36:32,20,08:36:32,8,RHFE,4,4,0.718717,,4,81.487,-2.31,7.034,83.62,78.892,81.663,534.896,81.454,0.905,447.071,6.69,2.58,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160824_203655.wav,0,0,4.18,0_20160824_203655_000,24/08/2016,20:36:55,20,08:36:55,8,RHFE,28,26,0.441811,PINA;MYBE,30,79.825,20.04,5.124,82.589,76.144,79.813,136.125,80.214,1.384,170.895,4.211,13.4,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_203708.wav,0,0,2.455,0_20160823_203708_000,23/08/2016,20:37:08,20,08:37:08,8,NoID,2,0,0,NYNO,2,50.927,-8.64,6.01,51.472,50.076,50.623,257.364,50.409,0.024,169.228,2.442,0.47,1,RHFE NYNO
High Marks Barn,22/08/2016,42,P1,,20160824_203814.wav,0,0,2.031,0_20160824_203814_000,24/08/2016,20:38:14,20,08:38:14,8,RHFE,3,2,0.140116,PINA,3,68.452,1.49,8.175,70.582,67.455,68.848,32.486,69.101,0.856,-292.07,7.946,2.43,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160826_203827.wav,0,0,4.287,0_20160826_203827_000,26/08/2016,20:38:27,20,08:38:27,8,RHFE,34,33,0.608879,RHHI,35,81.617,6.57,4.455,83.935,78.456,81.564,69.247,81.658,1.259,70.419,3.798,10.86,1,RHFE RHFE NYCT
High Marks Barn,22/08/2016,42,P1,,20160823_203828.wav,0,0,2.045,0_20160823_203828_000,23/08/2016,20:38:28,20,08:38:28,8,RHFE,6,3,0.069407,PINA;MYBE,7,68.692,46.93,8.25,71.19,66.975,69.135,319.069,69.251,0.391,146.673,7.39,3.5,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160824_203905.wav,0,0,2.045,0_20160824_203905_000,24/08/2016,20:39:05,20,08:39:05,8,RHFE,6,6,0.674368,,6,80.708,9.05,11.062,83.993,78.23,81.35,20.994,81.514,1.204,165.228,9.782,5.2,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_203910.wav,0,0,2.052,0_20160823_203910_000,23/08/2016,20:39:10,20,08:39:10,8,RHFE,4,4,0.686706,,4,82.492,3.67,4.683,85.377,80.636,82.411,616.323,82.492,1.057,-73.211,3.677,0.93,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160822_203936.wav,0,0,4.019,0_20160822_203936_000,22/08/2016,20:39:36,20,08:39:36,8,RHFE,19,14,0.197885,PINA;PIPI,21,72.043,8.84,7.858,74.843,68.691,72.322,104.061,72.465,3.397,-26.583,6.241,10.33,1,RHFE RHFE PIPY
High Marks Barn,22/08/2016,42,P1,,20160826_203942.wav,0,0,2.055,0_20160826_203942_000,26/08/2016,20:39:42,20,08:39:42,8,RHFE,4,4,0.710214,,6,82.069,0.12,7.279,84.938,78.251,81.686,18.629,82.081,2.162,42.104,5.983,2.14,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_204028.wav,0,0,2.084,0_20160823_204028_000,23/08/2016,20:40:28,20,08:40:28,8,RHFE,10,5,0.051148,PINA;PIPI,11,62.955,-0.21,4.937,65.186,60.192,62.863,32.664,62.966,1.268,182.361,3.711,9.54,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_204050.wav,0,0,2.605,0_20160823_204050_000,23/08/2016,20:40:50,20,08:40:50,8,RHFE,10,9,0.441186,PINA,11,77.864,14.76,3.816,80.39,76.104,78.032,59.202,78.317,0.943,1.482,2.772,4.22,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160822_204055.wav,0,0,2.361,0_20160822_204055_000,22/08/2016,20:40:55,20,08:40:55,8,RHFE,8,8,0.607448,,9,81.811,49.78,7.898,84.984,75.529,81.965,52.971,82.601,1.442,283.072,7.048,6.84,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160822_204119.wav,0,0,2.036,0_20160822_204119_000,22/08/2016,20:41:19,20,08:41:19,8,RHFE,4,4,0.556081,,4,79.239,49.93,13.139,82.501,75.344,80.273,39.783,81.037,0.903,222.357,11.996,4.97,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160824_204138.wav,0,0,5.903,0_20160824_204138_000,24/08/2016,20:41:38,20,08:41:38,8,PINA,10,4,0.046201,RHFE;PIPI;MYNA,10,55.016,18.32,2.862,57.004,53.531,55.268,333.457,54.926,1.344,-6.513,2.247,5,1,RHFE PIPI RHFE PIPI RHFE
High Marks Barn,22/08/2016,42,P1,,20160822_204158.wav,0,0,2.011,0_20160822_204158_000,22/08/2016,20:41:58,20,08:41:58,8,RHFE,4,4,0.701298,,5,81.17,2.24,8.849,84.118,76.64,81.386,29.923,81.836,1.231,108.347,7.79,2.97,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_204208.wav,0,0,2.859,0_20160823_204208_000,23/08/2016,20:42:08,20,08:42:08,8,RHFE,17,16,0.463763,PINA,17,78.772,-6.03,7.155,81.588,74.071,78.415,111.825,78.38,1.453,173.917,5.588,10.7,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_204240.wav,0,0,2.524,0_20160823_204240_000,23/08/2016,20:42:40,20,08:42:40,8,RHFE,10,10,0.719498,,11,81.745,-13.15,4.355,84.099,78.221,81.431,173.594,81.509,2.018,168.857,3.593,2.9,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160822_204253.wav,0,0,3.225,0_20160822_204253_000,22/08/2016,20:42:53,20,08:42:53,8,RHFE,5,4,0.233825,PINA,5,72.518,30.61,2.925,75.821,70.744,73.198,289.68,73.023,1.042,-221.827,2.118,2.31,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_204324.wav,0,0,3.005,0_20160823_204324_000,23/08/2016,20:43:24,20,08:43:24,8,RHFE,21,21,0.676359,,22,80.884,2.54,5.674,83.888,77.657,81.002,48.947,81.28,1.572,53.526,4.526,7.2,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160822_204327.wav,0,0,2.009,0_20160822_204327_000,22/08/2016,20:43:27,20,08:43:27,8,RHFE,6,6,0.712329,,6,80.979,-8.35,6.079,83.703,75.161,80.442,19.667,80.838,2.776,82.583,5.432,2.41,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160822_204350.wav,0,0,2.068,0_20160822_204350_000,22/08/2016,20:43:50,20,08:43:50,8,RHFE,3,3,0.689941,,3,82.211,-8.09,2.982,84.861,77.478,81.787,19.433,81.644,0.099,297.513,2.007,1.19,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_204411.wav,0,0,2.067,0_20160823_204411_000,23/08/2016,20:44:11,20,08:44:11,8,RHFE,10,10,0.67427,,10,82.153,3.89,8.279,84.258,79.814,82.208,184.254,82.66,0.75,129.918,7.52,8.37,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160822_204432.wav,0,0,3.404,0_20160822_204432_000,22/08/2016,20:44:32,20,08:44:32,8,RHFE,16,14,0.391485,PINA,16,75.66,20.95,3.641,78.699,73.423,76.144,92.603,76.538,1.357,49.843,2.641,5.68,1,RHFE NYCT
High Marks Barn,22/08/2016,42,P1,,20160823_204445.wav,0,0,2.823,0_20160823_204445_000,23/08/2016,20:44:45,20,08:44:45,8,RHFE,4,3,0.214516,PINA,4,70.885,0.49,9.981,72.778,67.398,70.836,35.919,70.992,1.105,-69.904,9.407,2.2,1,RHFE PIPI
High Marks Barn,22/08/2016,42,P1,,20160822_204514.wav,0,0,4.532,0_20160822_204514_000,22/08/2016,20:45:14,20,08:45:14,8,RHFE,23,21,0.492093,RHHI,25,79.892,5.39,5.447,82.63,76.165,79.762,108.762,79.759,1.346,-33.938,4.693,13.31,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_204542.wav,0,0,3.847,0_20160823_204542_000,23/08/2016,20:45:42,20,08:45:42,8,PINA,7,5,0.155492,PIPI;RHFE,9,55.263,-39.03,3.47,56.318,52.063,54.538,222.185,54.606,1.475,55.667,2.95,1.78,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160825_204623.wav,0,0,2.004,0_20160825_204623_000,25/08/2016,20:46:23,20,08:46:23,8,PINA,2,2,0.330251,,3,53.688,67.55,13.757,56.089,53.345,54.472,35.521,55.354,1.226,-128.368,11.146,2.2,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160822_204648.wav,0,0,2.041,0_20160822_204648_000,22/08/2016,20:46:48,20,08:46:48,8,RHFE,3,3,0.57773,,3,81.372,0.58,16.229,84.052,76.324,81.24,34.227,80.838,1.978,-172.759,15.317,4.47,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160822_204714.wav,0,0,2.596,0_20160822_204714_000,22/08/2016,20:47:14,20,08:47:14,8,RHFE,8,8,0.686178,,9,80.849,25.56,6.267,84.496,78.924,81.552,80.954,81.746,0.917,163.959,4.852,5.3,1,RHFE
