Site,Detector number,Survey date,DATE,TIME,Site Number,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,HOUR,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID
Buckfastleigh,T1,05/09/2016,07/09/2016,20:42:03,16,,20160907_204203.wav,0,0,7.272,0_20160907_204203_000,20,08:42:03,8,PIPY,43,18,0.047749,RHFE;BABA;PIPI;NYNO;MYBE;NYLE,44,60.333,10.4,10.266,63.278,58.608,60.754,134.436,60.951,2.039,145.958,9.121,7.96,1,PIPI PIPY RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,20:42:38,37,,20160906_204238.wav,0,0,3.724,0_20160906_204238_000,20,08:42:38,8,RHFE,5,2,0.044658,PINA;PIPI,6,55.072,-18.97,8.634,56.231,54.16,54.74,343.474,54.641,2.594,32.321,7.697,3.85,1,RHFE
Buckfastleigh,E1,05/09/2016,05/09/2016,20:43:04,36,,20160905_204304.wav,0,0,2.103,0_20160905_204304_000,20,08:43:04,8,RHFE,4,4,0.740783,,4,81.029,-2.03,12.764,83.564,76.736,80.708,38.967,81.233,3.807,-133.047,12.415,1.76,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:43:07,37,,20160905_204307.wav,0,0,2.148,0_20160905_204307_000,20,08:43:07,8,RHFE,5,5,0.64709,,5,81.476,1.45,13.213,83.185,76.378,81.384,41.238,81.81,2.629,64.23,12.342,2.64,1,RHFE
Buckfastleigh,D2,05/09/2016,07/09/2016,20:43:26,22,,20160907_204326.wav,0,0,2.131,0_20160907_204326_000,20,08:43:26,8,RHFE,14,13,0.520781,RHHI,15,81.988,-3.11,5.714,84.505,79.197,81.815,54.449,82.327,1.198,123.829,4.631,5.96,1,RHFE
Buckfastleigh,A1,05/09/2016,05/09/2016,20:44:17,24,,20160905_204417.wav,0,0,2.221,0_20160905_204417_000,20,08:44:17,8,RHFE,4,4,0.590508,,4,83.139,-0.53,22.141,86.093,78.448,82.641,61.032,82.483,0.925,-7.551,20.68,5.27,1,RHFE
Buckfastleigh,D1,05/09/2016,05/09/2016,20:45:02,10,,20160905_204502.wav,0,0,6.481,0_20160905_204502_000,20,08:45:02,8,PIPI,16,13,0.215056,BABA;RHFE,17,48.903,19.29,3.622,54.054,48.061,49.945,250.304,49.791,1.309,165.562,3.234,7.26,1,PIPI PIPI RHFE
Buckfastleigh,R1,05/09/2016,06/09/2016,20:45:16,23,,20160906_204516.wav,0,0,2.365,0_20160906_204516_000,20,08:45:16,8,RHFE,11,11,0.643952,,11,81.8,0.17,21.253,82.96,75.983,81.805,121.335,81.506,0.734,-2.921,20.981,4.96,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:45:43,37,,20160905_204543.wav,0,0,2.189,0_20160905_204543_000,20,08:45:43,8,RHFE,21,17,0.258218,PINA,22,73.867,1.41,8.164,76.463,68.492,73.729,83.435,74.076,2.263,-12.383,6.017,15.65,1,RHFE
Buckfastleigh,T1,05/09/2016,07/09/2016,20:46:02,16,,20160907_204602.wav,0,0,2.465,0_20160907_204602_000,20,08:46:02,8,RHFE,4,2,0.066223,PINA,5,65.738,-0.39,19.871,66.507,62.008,65.25,108.9,64.986,3.687,40.494,17.677,1.01,1,RHFE
Buckfastleigh,D2,05/09/2016,10/09/2016,20:47:35,22,,20160910_204735.wav,0,0,2.111,0_20160910_204735_000,20,08:47:35,8,RHFE,5,5,0.750134,,6,82.36,-2.26,5.527,84.547,80.123,82.493,24.498,82.766,1.114,71.402,5.219,2.66,1,RHFE
Buckfastleigh,E1,05/09/2016,07/09/2016,20:48:07,36,,20160907_204807.wav,0,0,2.056,0_20160907_204807_000,20,08:48:07,8,RHFE,3,3,0.533522,,3,81.088,11.34,11.673,83.345,72.952,81.108,25.911,82.211,1.087,50.411,10.606,2.69,1,RHFE
Buckfastleigh,K2,05/09/2016,07/09/2016,20:48:15,55,,20160907_204815.wav,0,0,2.161,0_20160907_204815_000,20,08:48:15,8,RHFE,5,3,0.123028,MYBE;PINA,5,73.555,99.7,3.995,77.014,69.928,74.01,25.676,74.661,1.234,-0.062,2.753,1.49,1,RHFE
Buckfastleigh,K1,05/09/2016,05/09/2016,20:48:43,51,,20160905_204843.wav,0,0,61.872,0_20160905_204843_000,20,08:48:43,8,RHFE,14,14,0.522403,,16,82.225,20.88,4.581,85.834,78.478,83.215,20.841,82.612,1.281,302.629,3.299,5.82,1,MYO RHFE
Buckfastleigh,V1,05/09/2016,05/09/2016,20:49:01,63,,20160905_204901.wav,0,0,5.675,0_20160905_204901_000,20,08:49:01,8,RHFE,22,21,0.455607,PINA,24,79.545,-3.19,29.205,80.482,74.706,79.49,169.219,79.4,4.002,-108.325,26.43,8.49,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:49:15,37,,20160905_204915.wav,0,0,2.027,0_20160905_204915_000,20,08:49:15,8,RHFE,12,10,0.325864,PINA,12,75.077,7.79,7.232,77.107,72.355,75.346,121.872,75.527,1.041,179.657,5.729,5.71,1,RHFE
Buckfastleigh,I1,05/09/2016,05/09/2016,20:49:20,69,,20160905_204920.wav,0,0,2.037,0_20160905_204920_000,20,08:49:20,8,RHFE,4,2,0.078601,MYBE;PIPI,4,71.158,101.45,13.318,73.415,65.2,71.03,32.366,71.885,1.986,-87.384,11.004,4.37,1,RHFE
Buckfastleigh,R1,05/09/2016,05/09/2016,20:50:06,23,,20160905_205006.wav,0,0,9.352,0_20160905_205006_000,20,08:50:06,8,PIPI,92,77,0.321472,PIPY;MYBR;RHFE,98,51.011,18.12,5.284,65.814,49.322,53.116,88.332,51.937,1.736,514.228,4.758,37.06,1,RHFE PIPI
Buckfastleigh,M2,05/09/2016,06/09/2016,20:50:36,37,,20160906_205036.wav,0,0,2.251,0_20160906_205036_000,20,08:50:36,8,RHFE,9,7,0.282052,PIPI;PINA,12,72.226,4.94,9.677,74.054,70.107,72.244,47.816,72.29,3.108,-167.044,6.727,7.82,1,RHFE
Buckfastleigh,T2,05/09/2016,07/09/2016,20:50:45,71,,20160907_205045.wav,0,0,2.34,0_20160907_205045_000,20,08:50:45,8,RHFE,5,5,0.663079,,5,82.32,-0.36,21.316,83,78.002,82.173,108.873,81.98,0.215,-142.189,21.304,2.3,1,RHFE NYCT
Buckfastleigh,D2,05/09/2016,07/09/2016,20:51:05,22,,20160907_205105.wav,0,0,2.213,0_20160907_205105_000,20,08:51:05,8,RHFE,6,6,0.687769,,6,82.347,8.42,6.106,84.715,81.038,82.578,142.851,83.056,0.711,93.95,5.615,3.09,1,RHFE
Buckfastleigh,R1,05/09/2016,06/09/2016,20:51:14,23,,20160906_205114.wav,0,0,2.227,0_20160906_205114_000,20,08:51:14,8,RHFE,22,14,0.100662,PIPI;PINA,22,69.328,8.26,11.168,71.848,67.109,69.825,99.868,69.77,0.67,105.984,10.858,29.29,1,RHFE PIPI
Buckfastleigh,E1,05/09/2016,06/09/2016,20:51:23,36,,20160906_205123.wav,0,0,2.403,0_20160906_205123_000,20,08:51:23,8,RHFE,12,12,0.68215,,13,81.983,22.11,7.377,84.041,78.72,82.403,43.635,82.886,1.111,200.811,6.563,5.48,1,RHFE
Buckfastleigh,E1,05/09/2016,05/09/2016,20:51:36,36,,20160905_205136.wav,0,0,2.108,0_20160905_205136_000,20,08:51:36,8,RHFE,5,5,0.679963,,6,81.979,-11.64,4.026,84.772,72.961,80.427,15.384,80.827,0.842,29.686,2.825,2.25,1,RHFE
Buckfastleigh,D2,05/09/2016,07/09/2016,20:51:42,22,,20160907_205142.wav,0,0,2.143,0_20160907_205142_000,20,08:51:42,8,RHFE,12,12,0.66092,,12,82.163,11.35,4.722,85.067,79.302,82.294,17.905,82.489,1.217,-62.861,3.61,4.21,1,RHFE
Buckfastleigh,E1,05/09/2016,07/09/2016,20:52:16,36,,20160907_205216.wav,0,0,2.009,0_20160907_205216_000,20,08:52:16,8,RHFE,3,3,0.737941,,3,79.749,1.88,11.35,81.372,78.703,79.9,35.777,79.477,0.05,96.712,10.452,4.59,1,RHFE
Buckfastleigh,A3,05/09/2016,05/09/2016,20:52:35,64,,20160905_205235.wav,0,0,2.228,0_20160905_205235_000,20,08:52:35,8,RHFE,4,4,0.671717,,4,81.446,-2.83,24.552,82.696,75.847,81.013,107.649,80.644,0.893,23.275,23.666,5.4,1,RHFE
Buckfastleigh,R1,05/09/2016,05/09/2016,20:52:43,23,,20160905_205243.wav,0,0,2.124,0_20160905_205243_000,20,08:52:43,8,RHFE,3,3,0.771059,,4,81.633,0.2,22.842,82.908,76.509,81.851,116.691,81.65,0.391,-551.85,22.83,1.59,1,RHFE
Buckfastleigh,D2,05/09/2016,07/09/2016,20:53:05,22,,20160907_205305.wav,0,0,2.131,0_20160907_205305_000,20,08:53:05,8,RHFE,4,4,0.738032,,4,82.492,-4.12,3.618,83.603,79.564,81.925,14.741,82.066,1.016,222.386,3.458,1.94,1,RHFE
Buckfastleigh,E1,05/09/2016,06/09/2016,20:53:30,36,,20160906_205330.wav,0,0,2.145,0_20160906_205330_000,20,08:53:30,8,RHFE,6,6,0.70571,,7,81.693,36.35,5.276,84.827,78.509,81.821,14.481,81.89,1.755,129.216,4.297,2.24,1,RHFE
Buckfastleigh,E1,05/09/2016,05/09/2016,20:56:35,36,,20160905_205635.wav,0,0,2.103,0_20160905_205635_000,20,08:56:35,8,RHFE,6,6,0.762335,,7,81.185,-25.46,7.087,83.518,78.806,80.838,19.309,80.947,1.217,20.106,5.904,3.59,1,RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,20:57:01,37,,20160906_205701.wav,0,0,2.147,0_20160906_205701_000,20,08:57:01,8,RHFE,4,4,0.415787,,4,80.024,2.41,8.934,81.48,74.858,79.978,59.098,80.204,2.814,132.871,8.896,2.19,1,RHFE
Buckfastleigh,K2,05/09/2016,07/09/2016,20:57:52,55,,20160907_205752.wav,0,0,8.016,0_20160907_205752_000,20,08:57:52,8,RHFE,75,75,0.567202,,81,82.265,8.9,6.171,85.402,78.93,82.348,77.595,82.604,2.361,161.301,4.915,26.76,1,RHFE RHFE
Buckfastleigh,K2,05/09/2016,07/09/2016,20:58:22,55,,20160907_205822.wav,0,0,2.011,0_20160907_205822_000,20,08:58:22,8,RHFE,7,7,0.708448,,10,81.445,41.8,6.41,84.572,77.435,81.779,38.624,82.15,2.412,186.558,5.151,5.51,1,RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,20:59:24,37,,20160906_205924.wav,0,0,2.229,0_20160906_205924_000,20,08:59:24,8,RHFE,8,7,0.400086,PINA,9,76.06,23.53,7.732,79.259,72.61,76.674,55.228,76.902,2.029,156.243,6.084,4.17,1,RHFE
Buckfastleigh,M1,05/09/2016,07/09/2016,20:59:59,17,,20160907_205959.wav,0,0,3.891,0_20160907_205959_000,20,08:59:59,8,NoID,3,0,0,PIPI;RHFE,3,55.926,11.21,3.995,58.208,53.925,56.19,453.081,56.24,2.265,187.018,3.196,1.21,1,PIPI PIPI RHFE
Buckfastleigh,Z2,05/09/2016,06/09/2016,21:01:09,50,,20160906_210109.wav,0,0,2.017,0_20160906_210109_000,21,09:01:09,9,RHFE,9,9,0.624416,,9,82.309,1.65,19.494,83.851,79.75,82.248,103.119,82.226,0.567,-321.76,19.353,5.23,1,RHFE
Buckfastleigh,B1,05/09/2016,05/09/2016,21:01:53,68,,20160905_210153.wav,0,0,2.171,0_20160905_210153_000,21,09:01:53,9,RHFE,6,6,0.770109,,7,80.844,-0.45,4.539,82.746,77.463,80.805,53.797,80.826,0.967,311.112,3.283,2.97,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,21:02:31,37,,20160905_210231.wav,0,0,2.176,0_20160905_210231_000,21,09:02:31,9,RHFE,25,25,0.706946,,30,81.46,9.61,7.798,84.376,77.439,81.608,51.587,81.733,3.074,18.802,5.752,11.9,1,RHFE
Buckfastleigh,S2,05/09/2016,07/09/2016,21:03:52,14,,20160907_210352.wav,0,0,2.013,0_20160907_210352_000,21,09:03:52,9,RHFE,4,4,0.511695,,4,82.066,-4.21,19.849,83.139,76.18,82.04,259.59,81.854,0.813,-901.938,19.61,5.9,1,RHFE
Buckfastleigh,R1,05/09/2016,06/09/2016,21:04:37,23,,20160906_210437.wav,0,0,2.007,0_20160906_210437_000,21,09:04:37,9,RHFE,8,8,0.727937,,8,81.641,-0.92,16.7,82.598,72.995,81.076,105.271,80.927,2.716,102.496,16.472,1.8,1,RHFE
Buckfastleigh,R1,05/09/2016,06/09/2016,21:06:41,23,,20160906_210641.wav,0,0,14.815,0_20160906_210641_000,21,09:06:41,9,PIPI,78,75,0.449262,PIPY;BABA,78,45.832,16.74,4.808,51.082,45.526,46.825,173.009,46.931,1.361,245.634,3.958,19.55,1,RHFE PIPI
Buckfastleigh,R1,05/09/2016,06/09/2016,21:07:00,23,,20160906_210700.wav,0,0,3.959,0_20160906_210700_000,21,09:07:00,9,RHFE,35,17,0.07126,PIPI;BABA;PINA,35,62.937,1.43,11.139,65.53,60.442,63.236,103.192,63.192,1.735,137.354,10.819,19.36,1,RHFE PIPI
Buckfastleigh,Z1,05/09/2016,06/09/2016,21:12:54,11,,20160906_211254.wav,0,0,2.765,0_20160906_211254_000,21,09:12:54,9,RHFE,9,9,0.627373,,9,82.022,-0.81,23.539,82.979,74.492,81.685,146.987,81.379,1.558,-400.241,23.473,4.1,1,RHFE
Buckfastleigh,D1,05/09/2016,05/09/2016,21:17:47,10,,20160905_211747.wav,0,0,2.837,0_20160905_211747_000,21,09:17:47,9,RHFE,9,5,0.062476,PIPI,11,68.578,6.85,6.228,70.577,66.063,68.792,52.24,68.914,2.974,-117.278,4.954,5.74,1,RHFE PIPI
Buckfastleigh,D1,05/09/2016,05/09/2016,21:18:44,10,,20160905_211844.wav,0,0,2.409,0_20160905_211844_000,21,09:18:44,9,RHFE,8,8,0.718365,,8,82.381,1.26,9.09,84.767,78.881,82.089,71.397,82.398,1.376,-13.643,7.96,2.52,1,RHFE
Buckfastleigh,X1,05/09/2016,05/09/2016,21:19:23,7,,20160905_211923.wav,0,0,2.617,0_20160905_211923_000,21,09:19:23,9,RHFE,6,6,0.640436,,6,82.075,1.79,20.879,83.641,79.017,82.292,171.903,82.37,0.685,-2.395,20.354,6.04,1,RHFE
Buckfastleigh,D1,05/09/2016,05/09/2016,21:23:06,10,,20160905_212306.wav,0,0,3.369,0_20160905_212306_000,21,09:23:06,9,NoID,11,0,0,,12,81.236,-4.31,8.512,83.237,79.145,81.002,181.682,81.182,0.932,39.456,7.394,7.65,1,RHFE
Buckfastleigh,N2,05/09/2016,05/09/2016,21:24:23,48,,20160905_212423.wav,0,0,6.591,0_20160905_212423_000,21,09:24:23,9,RHFE,10,10,0.629759,,11,80.819,-4.68,5.583,83.986,73.357,80.247,19.462,80.469,2.65,-75.842,4.586,3.98,1,RHFE
Buckfastleigh,R1,05/09/2016,10/09/2016,21:25:29,23,,20160910_212529.wav,0,0,2.051,0_20160910_212529_000,21,09:25:29,9,RHFE,15,13,0.280507,PINA,15,76.813,8.65,6.16,78.108,73.121,76.988,103.672,77.173,0.219,-899.187,5.821,4.19,1,RHFE
Buckfastleigh,O2,05/09/2016,05/09/2016,21:26:04,8,,20160905_212604.wav,0,0,2.156,0_20160905_212604_000,21,09:26:04,9,RHFE,9,8,0.44131,MYBE,10,81.293,49.6,11.297,84.816,73.399,81.005,40.553,81.434,4.642,138.515,8.999,5.8,1,RHFE
Buckfastleigh,K1,05/09/2016,05/09/2016,21:30:20,51,,20160905_213020.wav,0,0,9.063,0_20160905_213020_000,21,09:30:20,9,RHFE,7,7,0.740696,,7,81.666,2.13,3.23,83.789,79.844,81.625,40.487,81.885,0.626,164.539,2.537,2.48,1,RHFE
Buckfastleigh,K2,05/09/2016,07/09/2016,21:34:58,55,,20160907_213458.wav,0,0,2.183,0_20160907_213458_000,21,09:34:58,9,RHFE,4,4,0.767277,,4,82.483,0.35,14.028,83.998,81.224,82.485,50.251,82.713,0.279,74.696,14.028,0.56,1,RHFE
Buckfastleigh,R1,05/09/2016,06/09/2016,21:35:54,23,,20160906_213554.wav,0,0,2.027,0_20160906_213554_000,21,09:35:54,9,RHFE,5,4,0.296697,PINA,5,72.588,2.07,12.029,73.86,67.442,72.451,366.284,72.741,5.319,-100.251,12.019,5.57,1,RHFE
Buckfastleigh,K2,05/09/2016,07/09/2016,21:37:07,55,,20160907_213707.wav,0,0,2.019,0_20160907_213707_000,21,09:37:07,9,RHFE,4,4,0.684196,,4,82.492,6.87,10.364,84.724,80.816,82.615,144.76,83.13,0.848,48.857,10.086,4.19,1,RHFE
Buckfastleigh,C1,05/09/2016,05/09/2016,21:37:45,4,,20160905_213745.wav,0,0,58.335,0_20160905_213745_000,21,09:37:45,9,PIPI,84,62,0.144756,BABA;PINA;MYBR;MYBE;RHFE;MYDAU,92,51.555,7.11,2.835,54.435,49.641,51.824,622.498,51.859,0.872,37.684,1.902,52.14,1,PIPI RHFE PIPI PIPI PIPI PIPY PIPI PIPY PIPY PIPI PIPI PIPI
Buckfastleigh,L1,05/09/2016,06/09/2016,21:49:58,42,,20160906_214958.wav,0,0,2.212,0_20160906_214958_000,21,09:49:58,9,RHFE,4,4,0.483287,,6,81.997,4.83,9.013,85.01,79.004,82.071,41.854,81.927,5.459,20.233,7.771,2.65,1,RHFE
Buckfastleigh,U2,05/09/2016,11/09/2016,21:50:43,70,,20160911_215043.wav,0,0,3.579,0_20160911_215043_000,21,09:50:43,9,RHFE,13,13,0.506461,,13,81.005,1.67,14.446,82.3,77.792,81.052,163.1,81.512,0.167,-661.645,14.396,13.77,1,RHFE
Buckfastleigh,E1,05/09/2016,05/09/2016,21:51:48,36,,20160905_215148.wav,0,0,2.144,0_20160905_215148_000,21,09:51:48,9,RHFE,5,5,0.565322,,5,82.327,3.72,10.316,85.903,80.66,82.455,39.011,82.681,1.703,234.349,10.24,3.74,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,21:52:28,37,,20160905_215228.wav,0,0,2.169,0_20160905_215228_000,21,09:52:28,9,RHFE,7,6,0.32891,PINA,7,76.51,5.23,4.724,79.426,73.642,76.725,34.828,77.022,0.985,-34.815,4.379,3.41,1,RHFE
Buckfastleigh,T1,05/09/2016,07/09/2016,21:52:43,16,,20160907_215243.wav,0,0,2.445,0_20160907_215243_000,21,09:52:43,9,RHFE,7,5,0.116521,PINA,7,70.973,-1.4,37.124,71.629,66.549,70.803,161.327,70.374,1.555,71.588,36.999,20.93,1,RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,21:55:06,37,,20160906_215506.wav,0,0,3.153,0_20160906_215506_000,21,09:55:06,9,RHFE,6,6,0.501813,,8,83.134,-2.47,12.787,85.704,77.608,82.847,160.132,83.046,4.875,-373.929,11.508,1.97,1,RHFE
Buckfastleigh,G2,05/09/2016,10/09/2016,21:55:31,58,,20160910_215531.wav,0,0,2.139,0_20160910_215531_000,21,09:55:31,9,NoID,6,0,0,PIPI,7,80.558,2.81,6.188,84.123,76.771,80.739,42.598,80.941,2.53,-204.548,5.647,2.24,1,RHFE
Buckfastleigh,R1,05/09/2016,05/09/2016,21:56:09,23,,20160905_215609.wav,0,0,6.537,0_20160905_215609_000,21,09:56:09,9,PIPI,24,18,0.169437,PLAUR;NYLE;EPSE;NYNO,24,40.057,34.95,4.188,48.604,39.642,41.621,150.482,40.774,1.912,351.947,3.521,7.09,1,RHFE PIPI
Buckfastleigh,E1,05/09/2016,06/09/2016,21:57:04,36,,20160906_215704.wav,0,0,2.072,0_20160906_215704_000,21,09:57:04,9,RHFE,3,3,0.508283,,3,82.812,-12.89,18.084,85.146,81.099,82.687,49.243,82.483,2.584,201.351,17.083,2.75,1,RHFE
Buckfastleigh,N2,05/09/2016,05/09/2016,21:57:08,48,,20160905_215708.wav,0,0,8.62,0_20160905_215708_000,21,09:57:08,9,RHFE,2,2,0.695872,,2,81.224,34.98,4.653,83.351,79.247,81.473,39.773,81.683,1.378,-0.113,4.188,0.6,1,RHFE
Buckfastleigh,C1,05/09/2016,05/09/2016,21:58:13,4,,20160905_215813.wav,0,0,28.004,0_20160905_215813_000,21,09:58:13,9,PIPI,28,15,0.111476,BABA;MYBR;MYDAU;PLAUR,32,48.049,15.11,2.518,50.926,46.534,48.384,838.79,48.328,0.803,103.925,1.846,13.88,1,RHFE PIPY PIPI PIPY PIPI PIPI PIPI PIPY PIPI PIPY PIPY PIPI PIPI PIPI
Buckfastleigh,K2,05/09/2016,06/09/2016,22:02:21,55,,20160906_220221.wav,0,0,3.136,0_20160906_220221_000,22,10:02:21,10,RHFE,4,4,0.729105,,4,82.304,1.58,9.179,85.195,80.251,82.388,58.177,82.058,1.067,-58.675,7.536,0.75,1,RHFE
Buckfastleigh,T2,05/09/2016,05/09/2016,22:07:06,71,,20160905_220706.wav,0,0,2.203,0_20160905_220706_000,22,10:07:06,10,RHFE,4,4,0.703,,4,81.233,-0.07,22.928,82.296,76.181,81.394,88.415,81.029,0.543,36.909,22.763,2.3,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,22:11:02,37,,20160905_221102.wav,0,0,2.097,0_20160905_221102_000,22,10:11:02,10,RHFE,5,5,0.778709,,5,80.823,1.21,5.517,82.837,79.113,80.993,39.213,80.98,1.347,155.362,4.807,1.69,1,RHFE
Buckfastleigh,C2,05/09/2016,05/09/2016,22:16:46,3,,20160905_221646.wav,0,0,2.056,0_20160905_221646_000,22,10:16:46,10,RHFE,2,2,0.719149,,2,83.333,-3.65,13.313,83.795,81.633,82.583,50.126,82.483,0.048,228.828,13.313,1.4,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,22:18:14,37,,20160905_221814.wav,0,0,2.119,0_20160905_221814_000,22,10:18:14,10,RHFE,4,4,0.579052,,5,81.803,1.65,18.559,85.252,77.026,82.139,44.242,81.98,3.54,56.596,16.37,5.32,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,22:19:25,37,,20160905_221925.wav,0,0,2.005,0_20160905_221925_000,22,10:19:25,10,RHFE,5,3,0.078858,PINA,6,61.428,26.98,8.353,63.948,57.097,61.429,26.925,61.726,4.192,26.677,6.639,4.37,1,RHFE
Buckfastleigh,A2,05/09/2016,06/09/2016,22:19:48,47,,20160906_221948.wav,0,0,2.393,0_20160906_221948_000,22,10:19:48,10,RHFE,6,6,0.625092,,7,82.604,2.55,17.693,84.76,74.621,82.177,57.955,82.504,3.552,135.341,16.483,2.19,1,RHFE
Buckfastleigh,G2,05/09/2016,05/09/2016,22:20:11,58,,20160905_222011.wav,0,0,2.016,0_20160905_222011_000,22,10:20:11,10,RHFE,4,4,0.610031,,5,82.157,16.01,16.871,84.96,80.086,82.646,38.621,83,3.189,47.31,14.493,4.02,1,RHFE
Buckfastleigh,D2,05/09/2016,10/09/2016,22:22:38,22,,20160910_222238.wav,0,0,2.076,0_20160910_222238_000,22,10:22:38,10,RHFE,2,2,0.404672,,2,81.65,1.15,4.728,82.483,77.354,81.944,100.525,82.075,0.073,-818.273,4.728,0.96,1,RHFE
Buckfastleigh,U2,05/09/2016,08/09/2016,22:24:25,70,,20160908_222425.wav,0,0,2.027,0_20160908_222425_000,22,10:24:25,10,RHFE,2,2,0.714053,,2,81.633,1.51,20.84,83.777,79.247,82.385,201.561,82.518,0.558,152.556,20.438,0.58,1,RHFE
Buckfastleigh,K2,05/09/2016,06/09/2016,22:34:27,55,,20160906_223427.wav,0,0,3.049,0_20160906_223427_000,22,10:34:27,10,RHFE,8,8,0.703021,,12,81.799,13.78,10.297,84.897,77.815,81.911,35.621,82.222,4.545,117.532,7.314,7.51,1,RHFE
Buckfastleigh,R1,05/09/2016,05/09/2016,22:44:51,23,,20160905_224451.wav,0,0,2.015,0_20160905_224451_000,22,10:44:51,10,RHFE,2,2,0.781074,,2,82.075,0.09,18.634,83.37,80.816,81.993,188.996,82.075,0.073,332.835,18.536,0.81,1,RHFE
Buckfastleigh,R1,05/09/2016,05/09/2016,22:47:16,23,,20160905_224716.wav,0,0,3.836,0_20160905_224716_000,22,10:47:16,10,RHFE,14,10,0.197185,PIPI;MYBE;PLAUR,14,68.563,9.97,14.631,70.893,61.902,68.365,134.714,68.181,1.319,73.471,13.552,27.59,1,RHFE PIPI
Buckfastleigh,R1,05/09/2016,07/09/2016,22:49:11,23,,20160907_224911.wav,0,0,2.551,0_20160907_224911_000,22,10:49:11,10,RHFE,9,9,0.629413,,9,82.014,-0.14,21.206,83.054,75.988,81.82,174.492,81.84,1.214,-23.482,20.94,6.66,1,RHFE
Buckfastleigh,X1,05/09/2016,05/09/2016,22:51:57,7,,20160905_225157.wav,0,0,2.26,0_20160905_225157_000,22,10:51:57,10,RHFE,5,5,0.538591,,6,80.963,-36.67,17.008,82.205,77.307,81.028,214.443,81.099,0.538,-472.472,16.395,4.15,1,RHFE
Buckfastleigh,U2,05/09/2016,06/09/2016,22:54:36,70,,20160906_225436.wav,0,0,3.157,0_20160906_225436_000,22,10:54:36,10,RHFE,12,11,0.369597,PINA,12,78.777,2.14,28.493,80.238,76.279,78.937,114.114,78.824,1.821,-93.364,27.945,7.61,1,RHFE
Buckfastleigh,G2,05/09/2016,12/09/2016,22:59:17,58,,20160912_225917.wav,0,0,2.187,0_20160912_225917_000,22,10:59:17,10,RHFE,5,5,0.650176,,5,82.497,-8.54,12.729,84.849,79.951,82.534,44.565,82.653,1.686,268.754,11.685,3.62,1,RHFE
Buckfastleigh,Z1,05/09/2016,06/09/2016,23:01:36,11,,20160906_230136.wav,0,0,2.98,0_20160906_230136_000,23,11:01:36,11,RHFE,10,10,0.562314,,10,81.823,-0.59,33.132,82.667,72.992,81.558,125.579,80.996,0.93,-101.715,32.599,3.52,1,RHFE
Buckfastleigh,C1,05/09/2016,05/09/2016,23:01:54,4,,20160905_230154.wav,0,0,3.361,0_20160905_230154_000,23,11:01:54,11,RHFE,10,6,0.099111,PIPI;MYBE,10,67.957,30.36,3.394,71.061,66.57,68.411,98.958,68.236,1.095,67.211,2.927,3.58,1,PIPI RHFE
Buckfastleigh,K1,05/09/2016,05/09/2016,23:03:41,51,,20160905_230341.wav,0,0,60.783,0_20160905_230341_000,23,11:03:41,11,RHFE,18,18,0.698012,,19,80.36,1.07,3.87,82.905,77.656,80.429,1482.239,80.2,1.184,88.389,2.989,6.58,1,RHFE PIPY MYO MYO NYCT PIPI
Buckfastleigh,D2,05/09/2016,10/09/2016,23:04:11,22,,20160910_230411.wav,0,0,2.039,0_20160910_230411_000,23,11:04:11,11,RHFE,2,2,0.810975,,2,81.224,0.45,12.378,82.075,80.816,81.117,21.141,81.65,0.049,221.968,12.378,0.61,1,RHFE
Buckfastleigh,D2,05/09/2016,10/09/2016,23:04:42,22,,20160910_230442.wav,0,0,2.031,0_20160910_230442_000,23,11:04:42,11,RHFE,5,5,0.729299,,5,81.32,-2.48,7.997,84.567,80.013,81.265,37.895,80.999,0.818,158.045,4.706,4.62,1,RHFE
Buckfastleigh,X1,05/09/2016,05/09/2016,23:05:27,7,,20160905_230527.wav,0,0,2.127,0_20160905_230527_000,23,11:05:27,11,RHFE,5,5,0.544163,,5,81.803,-2.04,27.365,83.702,75.932,82.323,139.643,82.503,0.097,-612.921,26.774,6.6,1,RHFE
Buckfastleigh,Z2,05/09/2016,07/09/2016,23:11:54,50,,20160907_231154.wav,0,0,2.015,0_20160907_231154_000,23,11:11:54,11,RHFE,12,12,0.691576,,13,82.36,-4.84,22.325,83.424,75.967,82.105,160.969,81.654,2.646,69.219,21.956,8.35,1,RHFE
