Site,Survey date,Site Number,Detector number,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,DATE,TIME,HOUR,DATE-12,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,,,,,
Buckfastleigh,,141,S2,,20160727_213604.wac,0,3278.98,3.519,0_20160727_223042_980,27/07/2016,22:30:42,22,27/07/2016,10:30:42,10,PINA,15,7,0.048625,RHFE;PIPI,15,54.46,0.18,25.967,55.213,52.33,54.351,102.209,54.388,2.919,-0.73,23.186,3.68,1,RHFE,,,1484,1,
Buckfastleigh,,141,S2,,20160728_213403.wac,0,3409.027,3.872,0_20160728_223052_027,28/07/2016,22:30:52,22,28/07/2016,10:30:52,10,PINA,17,11,0.10494,PIPI;RHFE,18,47.944,1.46,31.955,48.509,45.769,47.863,131.278,47.86,1.673,-22.448,30.009,5.14,1,RHFE,,,1487,1,
Buckfastleigh,,141,S2,,20160728_213403.wac,0,3454.993,3.805,0_20160728_223137_993,28/07/2016,22:31:37,22,28/07/2016,10:31:37,10,PIPI,14,6,0.037622,RHFE;PINA;MYBR,14,52.963,0.34,27.682,53.582,50.35,52.85,140.823,52.797,3.23,112.804,25.134,3.72,1,RHFE,,,1488,1,
Buckfastleigh,,141,S2,,20160728_213403.wac,0,3515.417,3.781,0_20160728_223238_417,28/07/2016,22:32:38,22,28/07/2016,10:32:38,10,RHFE,15,7,0.068198,PINA;PIPI,17,60.089,1.97,26.64,61.281,57.682,60.139,103.681,60.257,3.122,-53.171,25.755,6.64,1,RHFE,,,1489,1,
Buckfastleigh,,141,S2,,20160727_213604.wac,0,3396.609,5.289,0_20160727_223240_609,27/07/2016,22:32:40,22,27/07/2016,10:32:40,10,PINA,16,10,0.087338,RHFE;PIPI,16,53.961,-0.35,23.993,54.714,49.381,53.77,106.067,54.001,5.427,4.027,22.209,17.53,1,RHFE,,,1486,1,
Buckfastleigh,,141,S2,,20160727_213604.wac,0,3417.228,3.371,0_20160727_223301_228,27/07/2016,22:33:01,22,27/07/2016,10:33:01,10,PINA,13,7,0.063203,RHFE;PIPI,13,53.279,0.22,30.986,53.992,50.981,53.284,128.659,53.206,1.732,-3.905,27.037,2.41,1,RHFE,,,1479,1,
Buckfastleigh,,141,S2,,20160730_223108.wac,0,149.123,5.176,0_20160730_223337_123,30/07/2016,22:33:37,22,30/07/2016,10:33:37,10,RHFE,8,7,0.392218,PINA,8,77.132,0.14,20.6,78.379,74.002,77.028,180.816,77.004,0.295,-155.46,20.018,6.88,1,RHFE,,,1504,1,
Buckfastleigh,,141,S2,,20160730_223108.wac,0,184.888,3.111,0_20160730_223412_888,30/07/2016,22:34:12,22,30/07/2016,10:34:12,10,RHFE,9,8,0.344489,PINA,9,77.26,-0.02,21.2,78.471,71.327,77.266,135.607,77.335,1.293,-83.059,21.138,3.16,1,RHFE,,,1500,1,
Buckfastleigh,,141,S2,,20160728_223407.wac,0,67.473,3.125,0_20160728_223514_473,28/07/2016,22:35:14,22,28/07/2016,10:35:14,10,PINA,10,5,0.061549,RHFE;PIPI,11,55.885,2.01,31.412,56.829,50.7,55.969,119.575,56.152,2.194,67.265,28.715,14.54,1,RHFE,,,1474,1,
Buckfastleigh,,136,V1,,20160728_223407.wac,0,118.507,2.092,0_20160728_223605_507,28/07/2016,22:36:05,22,28/07/2016,10:36:05,10,RHFE,5,5,0.592692,,5,81.496,1.88,8.194,82.32,77.786,81.608,104.291,81.646,0.059,-145.929,8.153,1.91,1,RHFE,,,2631,1,
Buckfastleigh,,141,S2,,20160727_223606.wac,0,9.145,3.853,0_20160727_223615_145,27/07/2016,22:36:15,22,27/07/2016,10:36:15,10,RHFE,17,8,0.048993,PINA;PIPI,17,60.422,0.39,26.682,61.404,55.412,60.313,123.937,60.596,2.63,65.717,23.756,22.39,1,RHFE,,,1499,1,
Buckfastleigh,,113,H1,,20160725_221210.wac,0,1454.739,5.36,0_20160725_223624_739,25/07/2016,22:36:24,22,25/07/2016,10:36:24,10,RHFE,4,3,0.227473,MYBR,4,73.922,-5.93,4.487,77.263,66.901,72.816,52.928,73.832,2.336,65.974,3.688,1.41,1,MYO MYO RHFE,,,220,1,
Buckfastleigh,,141,S2,,20160730_223108.wac,0,331.76,2.739,0_20160730_223639_760,30/07/2016,22:36:39,22,30/07/2016,10:36:39,10,RHFE,8,5,0.101316,PINA,8,65.55,0.7,12.357,67.009,62.941,66.008,151.02,66.039,0.605,-497.924,11.375,2.73,1,RHFE,,,1491,1,
Buckfastleigh,,141,S2,,20160727_223606.wac,0,37.513,3.185,0_20160727_223643_513,27/07/2016,22:36:43,22,27/07/2016,10:36:43,10,PINA,12,7,0.068126,RHFE;PIPI,12,54.519,3.27,20.142,55.245,53.535,54.486,107.213,54.345,1.922,149.626,18.639,6.1,1,RHFE,,,1477,1,
Buckfastleigh,,141,S2,,20160730_223108.wac,0,421.981,3.217,0_20160730_223809_981,30/07/2016,22:38:09,22,30/07/2016,10:38:09,10,RHFE,12,10,0.288276,PINA,12,75.387,0.4,30.532,76.574,70.06,75.43,128.072,75.502,1.274,-0.522,28.616,10.1,1,RHFE,,,1513,1,
Buckfastleigh,,122,R1,,20160726_223714.wac,0,86.7,66.499,0_20160726_223840_700,26/07/2016,22:38:40,22,26/07/2016,10:38:40,10,RHFE,10,10,0.625947,,16,71.465,15.78,12.677,77.654,68.75,73.401,3597.084,72.057,0.592,102.391,11.385,14.83,1,RHFE,,,1225,1,
Buckfastleigh,,141,S2,,20160728_223407.wac,0,294.071,3.128,0_20160728_223901_071,28/07/2016,22:39:01,22,28/07/2016,10:39:01,10,RHFE,10,9,0.412792,PINA,10,78.473,-0.26,25.951,79.32,73.383,77.995,158.224,77.879,1.542,15.518,24.69,4.24,1,RHFE,,,1501,1,
Buckfastleigh,,138,T1,,20160727_223613.wac,0,187.751,11.948,0_20160727_223920_751,27/07/2016,22:39:20,22,27/07/2016,10:39:20,10,NoID,67,0,0,PIPY;NYNO;MYBR,67,58.302,21.67,7.732,69.139,56.264,60.116,131.285,59.634,1.341,336.658,7.13,24.25,1,PIPY RHFE,,,1801,1,
Buckfastleigh,,141,S2,,20160727_223606.wac,0,248.892,3.407,0_20160727_224014_892,27/07/2016,22:40:14,22,27/07/2016,10:40:14,10,PINA,15,6,0.038542,RHFE;PIPI,15,54.643,-0.27,23.665,55.404,52.08,54.623,111.193,54.525,3.034,53.677,19.208,2.94,1,RHFE,,,1482,1,
Buckfastleigh,,138,T1,,20160726_223714.wac,0,275.564,102.535,0_20160726_224149_564,26/07/2016,22:41:49,22,26/07/2016,10:41:49,10,PIPY,622,560,0.385969,BABA;PIPY;MYNA;RHFE;PLAUR;NYNO;RHHI;NYNO;VEMU,664,54.974,42.1,3.58,66.502,54.238,57.622,146.795,57.18,1.252,283.875,3.261,158.72,1,PIPY PIPY PIPY PIPY MYO RHFE,,,2410,1,
Buckfastleigh,,132,U1,,20160728_223406.wac,0,512.383,2.116,0_20160728_224238_383,28/07/2016,22:42:38,22,28/07/2016,10:42:38,10,RHFE,9,7,0.303664,PINA;PIPI,9,72.571,2.91,9.265,73.787,71.455,72.685,135.395,72.878,1.317,153.59,7.827,4.75,1,RHFE,,,2586,1,
Buckfastleigh,,138,T1,,20160727_223613.wac,0,529.712,10.987,0_20160727_224502_712,27/07/2016,22:45:02,22,27/07/2016,10:45:02,10,PIPY,76,62,0.203917,BABA;RHFE,80,59.606,33.39,6.281,70.57,58.059,61.646,98.324,61.402,1.326,331.466,5.848,58.31,1,PIPY RHFE,,,1845,1,
Buckfastleigh,,138,T1,,20160727_223613.wac,0,625.56,28.039,0_20160727_224638_560,27/07/2016,22:46:38,22,27/07/2016,10:46:38,10,PIPY,213,200,0.40124,BABA;PIPI;MYBR,227,55.416,34.2,3.178,67.685,54.917,58.02,111.798,57.687,1.242,325.504,2.814,49.5,1,PIPY RHFE,,,2160,1,
Buckfastleigh,,119,T2,,20160729_223307.wac,0,818.957,5.841,0_20160729_224645_957,29/07/2016,22:46:45,22,29/07/2016,10:46:45,10,PIPI,2,2,0.671432,,2,44.572,39.55,2.299,54.262,44.325,46.863,87.808,46.15,1.107,562.859,2.211,1.06,1,PIPI RHFE,,,2541,1,
Buckfastleigh,,138,T1,,20160725_223912.wac,0,465.924,7.075,0_20160725_224657_924,25/07/2016,22:46:57,22,25/07/2016,10:46:57,10,PIPY,48,43,0.363657,MYBE;RHFE,50,55.672,45.69,5.214,69.41,53.967,58.214,97.914,57.706,1.708,444.228,4.812,21.99,1,PIPY RHFE,,,1703,1,
Buckfastleigh,,138,T1,,20160725_223912.wac,0,477.064,5.835,0_20160725_224709_064,25/07/2016,22:47:09,22,25/07/2016,10:47:09,10,PIPY,45,43,0.494799,BABA;EPSE,46,52.889,31.46,3.529,67.417,52.481,55.618,99.758,55.022,1.509,414.169,3.106,11.97,1,PIPY RHFE,,,1692,1,
Buckfastleigh,,122,R1,,20160726_223714.wac,0,596.653,69.845,0_20160726_224710_653,26/07/2016,22:47:10,22,26/07/2016,10:47:10,10,RHFE,3,3,0.535624,,12,66.278,-52.8,5.289,88.616,62.833,72.175,5562.372,66.667,1.854,-411.336,4.209,14.28,1,RHFE RHFE,,,706,2,
Buckfastleigh,,141,S2,,20160727_223606.wac,0,671.965,2.433,0_20160727_224717_965,27/07/2016,22:47:17,22,27/07/2016,10:47:17,10,RHFE,3,3,0.638504,,3,83.062,0.18,14.421,84.515,81.916,83.3,192.729,83.345,0.08,99.541,14.357,2.91,1,RHFE,,,1509,1,
Buckfastleigh,,138,T1,,20160725_223912.wac,0,487.449,7.749,0_20160725_224719_449,25/07/2016,22:47:19,22,25/07/2016,10:47:19,10,PIPY,72,65,0.33976,BABA;RHFE;MYDAU;NYNO;PLAUR,73,53.93,27.29,3.823,67.542,53.111,56.434,97.889,55.865,1.491,450.923,3.473,18.54,1,PIPY RHFE,,,1832,1,
Buckfastleigh,,132,U1,,20160728_223406.wac,0,818.359,2.64,0_20160728_224744_359,28/07/2016,22:47:44,22,28/07/2016,10:47:44,10,RHFE,11,9,0.418508,PIPI,11,73.583,2.06,14.679,74.615,71.574,73.694,116.332,73.895,0.42,-123.997,13.019,6.67,1,RHFE,,,2588,1,
Buckfastleigh,,141,S2,,20160727_223606.wac,0,709.516,3.083,0_20160727_224755_516,27/07/2016,22:47:55,22,27/07/2016,10:47:55,10,PINA,10,5,0.068891,RHFE;PIPI,10,53.449,8.83,14.94,54.183,52.683,53.474,97.612,53.434,5.596,149.151,12.825,6.98,1,RHFE,,,1475,1,
Buckfastleigh,,122,R1,,20160729_223313.wac,0,885.528,25.571,0_20160729_224758_528,29/07/2016,22:47:58,22,29/07/2016,10:47:58,10,NoID,2,0,0,RHFE,10,58.407,39.23,2.246,87.727,56.141,65.397,810.952,60.621,1.286,780.647,1.901,5.74,1,RHFE,,,646,1,
Buckfastleigh,,138,T1,,20160726_223714.wac,0,650.287,9.812,0_20160726_224804_287,26/07/2016,22:48:04,22,26/07/2016,10:48:04,10,PIPY,54,43,0.277702,RHFE,57,58.959,25.28,5.675,69.076,57.409,60.811,117.94,60.379,1.421,285.628,5.289,11.4,1,PIPY RHFE,,,1738,1,
Buckfastleigh,,145,B2,,20160731_223035.wac,0,1058.307,2.092,0_20160731_224813_307,31/07/2016,22:48:13,22,31/07/2016,10:48:13,10,RHFE,2,2,0.566218,,2,81.224,-11.94,24.319,84.663,79.624,81.382,59.886,80.849,1.215,0,22.188,1.4,1,RHFE,1,,118,1,1
Buckfastleigh,,136,V1,,20160725_223905.wac,0,607.917,2.481,0_20160725_224912_917,25/07/2016,22:49:12,22,25/07/2016,10:49:12,10,RHFE,7,7,0.594687,,7,82.128,0.96,26.86,83.48,79.613,82.289,158.821,82.488,0.194,-148.74,26.661,7.65,1,RHFE,,,2629,1,
Buckfastleigh,,108,X1,,20160727_223607.wac,0,827.315,39.084,0_20160727_224954_315,27/07/2016,22:49:54,22,27/07/2016,10:49:54,10,RHFE,3,3,0.75728,,3,80.881,3.54,11.366,82.506,79.749,81.112,744.07,81.1,0.05,289.019,9.308,4.55,1,RHFE,,,2702,1,
Buckfastleigh,,136,V1,,20160725_223905.wac,0,658.185,2.513,0_20160725_225003_185,25/07/2016,22:50:03,22,25/07/2016,10:50:03,10,RHFE,9,8,0.326036,PINA,9,77.439,0.64,12.81,78.429,74.336,77.279,137.742,77.368,0.367,-214.5,12.537,6.6,1,RHFE,,,2623,1,
Buckfastleigh,,122,R1,,20160726_223714.wac,0,781.839,83.26,0_20160726_225015_839,26/07/2016,22:50:15,22,26/07/2016,10:50:15,10,RHFE,5,5,0.392771,,21,63.319,132.05,4.613,84.523,59.335,67.426,4001.45,66.749,1.104,-412.747,4.059,21.68,1,RHFE,,,963,1,
Buckfastleigh,,119,T2,,20160729_223307.wac,0,1038.969,6.129,0_20160729_225025_969,29/07/2016,22:50:25,22,29/07/2016,10:50:25,10,PIPI,2,2,0.453995,,2,44.206,12.94,3.025,51.52,43.839,45.372,95.06,44.705,1.591,579.059,2.759,0.96,1,PIPI RHFE,,,2542,1,
Buckfastleigh,,141,S2,,20160727_223606.wac,0,871.195,3.304,0_20160727_225037_195,27/07/2016,22:50:37,22,27/07/2016,10:50:37,10,PINA,13,8,0.104811,PIPI;RHFE,13,47.124,0.96,27.246,47.814,46.339,47.221,126.164,47.332,3.285,-59.209,25.209,2.64,1,RHFE,,,1481,1,
Buckfastleigh,,141,S2,,20160725_223907.wac,0,715.947,3.052,0_20160725_225102_947,25/07/2016,22:51:02,22,25/07/2016,10:51:02,10,RHFE,10,5,0.06372,PINA;PIPI,10,61.659,2.36,19.97,62.643,60.705,61.675,126.666,61.807,1.141,45.585,18.946,5.74,1,RHFE,,,1506,1,
Buckfastleigh,,138,T1,,20160726_223714.wac,0,848.927,20.372,0_20160726_225122_927,26/07/2016,22:51:22,22,26/07/2016,10:51:22,10,PIPY,205,185,0.318983,BABA;RHFE;EPSE,209,56.717,33.63,4.401,68.863,55.943,59.168,92.675,58.905,1.267,343.69,4.048,49.4,1,PIPY PIPY PIPY RHFE RHFE,,,2143,2,
Buckfastleigh,,122,R1,,20160730_223115.wac,0,1208.029,49.069,0_20160730_225123_029,30/07/2016,22:51:23,22,30/07/2016,10:51:23,10,RHHI,4,2,0.03833,RHFE,30,57.364,18.2,2.485,71.429,52.214,58.421,1433.607,58.94,1.196,389.229,2.021,15.55,1,RHFE,,,795,1,
Buckfastleigh,,141,S2,,20160728_223407.wac,0,1048.087,3.312,0_20160728_225135_087,28/07/2016,22:51:35,22,28/07/2016,10:51:35,10,RHFE,10,10,0.560439,,10,82.827,2,20.657,83.98,77.844,82.798,135.811,83.092,0.711,-76.06,20.638,10.83,1,RHFE,,,1515,1,
Buckfastleigh,,122,R1,,20160726_223714.wac,0,889.721,68.277,0_20160726_225203_721,26/07/2016,22:52:03,22,26/07/2016,10:52:03,10,RHFE,10,10,0.574801,,17,71.002,30.38,8.903,84.449,69.219,74.536,2663.202,72.244,0.984,-119.685,7.689,11.77,1,RHFE RHFE,,,1207,2,
Buckfastleigh,,103,L1,,20160727_224236.wac,0,619.541,2.057,0_20160727_225255_541,27/07/2016,22:52:55,22,27/07/2016,10:52:55,10,RHFE,8,4,0.052808,PINA,8,60.88,-1.43,8.751,62.199,58.73,60.84,48.322,60.823,1.075,-229.303,8.142,8.88,1,RHFE,,,458,1,
Buckfastleigh,,108,X1,,20160726_223709.wac,0,957.773,50.025,0_20160726_225306_773,26/07/2016,22:53:06,22,26/07/2016,10:53:06,10,RHFE,9,9,0.678014,,9,81.281,1.11,10.77,82.412,78.125,82.633,84.048,81.293,0.28,-353.794,10.705,2.7,1,RHFE,,,2696,1,
Buckfastleigh,,122,R1,,20160726_223714.wac,0,982.828,11.171,0_20160726_225336_828,26/07/2016,22:53:36,22,26/07/2016,10:53:36,10,RHFE,3,2,0.173677,RHHI,6,68.423,150.9,3.102,85.436,65.015,71.868,716.644,70.185,1.117,173.673,2.778,3.61,1,RHFE RHFE,,,709,2,
Buckfastleigh,,104,K1,,20160727_223642.wac,0,1048.247,1.675,0_20160727_225410_247,27/07/2016,22:54:10,22,27/07/2016,10:54:10,10,RHFE,5,4,0.278506,PINA,6,68.743,-4.93,5.034,69.599,66.69,68.188,30.355,68.217,1.261,-153.944,4.366,2.44,1,RHFE,,,430,1,
Buckfastleigh,,138,T1,,20160726_223714.wac,0,1052.607,143.992,0_20160726_225446_607,26/07/2016,22:54:46,22,26/07/2016,10:54:46,10,PIPY,1269,1184,0.44653,BABA;MYNA;PIPI;MYBE;MYBR;RHFE;EPSE;PLAUR;NYLE;VEMU;NYNO,1326,54.187,35.66,3.424,67.269,53.458,56.935,108.529,56.001,1.481,330.71,3.039,363.96,1,PIPY PIPY RHFE MYO PIPY,,,2488,1,
Buckfastleigh,,138,T1,,20160728_223413.wac,0,1243.661,48.237,0_20160728_225456_661,28/07/2016,22:54:56,22,28/07/2016,10:54:56,10,PIPY,327,320,0.598977,BABA;PIPI;MYNA;PINA,338,53.408,34.53,3.274,66.125,52.928,55.961,132.149,55.308,1.48,402.91,2.889,85.73,1,PIPY MYO MYO RHFE,,,2283,1,
Buckfastleigh,,122,R1,,20160728_223414.wac,0,1271.669,13.729,0_20160728_225525_669,28/07/2016,22:55:25,22,28/07/2016,10:55:25,10,NoID,2,0,0,RHHI,28,59.887,91.79,2.607,79.873,58.799,64.976,328.517,63.389,1.189,386.962,2.322,12.43,1,RHFE,,,652,1,
Buckfastleigh,,106,I2,,20160726_223734.wac,0,1101.188,2.111,0_20160726_225555_188,26/07/2016,22:55:55,22,26/07/2016,10:55:55,10,RHFE,5,5,0.642242,,6,82.682,27.89,11.326,85.287,77.476,82.593,35.924,83.062,0.68,128.561,8.323,3.06,1,RHFE,,,301,1,
Buckfastleigh,,132,U1,,20160725_223906.wac,0,1026.019,2.68,0_20160725_225612_019,25/07/2016,22:56:12,22,25/07/2016,10:56:12,10,RHFE,13,9,0.194192,PIPI;PINA,13,69.94,-1.16,15.858,70.923,67.444,69.966,111.3,69.984,1.24,-70.658,14.85,7.48,1,RHFE,,,2587,1,
Buckfastleigh,,136,V1,,20160725_223905.wac,0,1032.008,2.091,0_20160725_225617_008,25/07/2016,22:56:17,22,25/07/2016,10:56:17,10,RHFE,7,7,0.791426,,8,81.233,-1.23,12.953,82.492,79.734,81.256,138.456,81.245,0.925,58.035,11.54,2.33,1,RHFE,,,2628,1,
Buckfastleigh,,138,T1,,20160725_223912.wac,0,1087.525,12.773,0_20160725_225719_525,25/07/2016,22:57:19,22,25/07/2016,10:57:19,10,PIPY,96,85,0.349477,RHFE;MYNA;MYBR;VEMU;PLAUR,101,55.286,31.59,4.15,67.391,54.18,57.782,95.145,57.119,1.427,308.506,3.868,36.45,1,MYO PIPY PIPY RHFE,,,1901,1,
Buckfastleigh,,138,T1,,20160725_223912.wac,0,1128.476,34.623,0_20160725_225800_476,25/07/2016,22:58:00,22,25/07/2016,10:58:00,10,PIPY,225,201,0.380085,BABA;RHFE;MYBR;MYBE;EPSE;VEMU;NYNO;PLAUR;NYLE,231,54.475,34.3,4.184,67.272,53.677,57.177,141.856,56.407,1.413,369.382,3.924,100.87,1,PIPY PIPY RHFE PIPY MYO,,,2183,1,
Buckfastleigh,,122,R1,,20160726_223714.wac,0,1274.093,71.505,0_20160726_225828_093,26/07/2016,22:58:28,22,26/07/2016,10:58:28,10,RHFE,6,6,0.719797,,24,66.266,38.95,6.565,81.599,61.785,68.894,2898.743,67.242,0.984,-238.952,6.083,10.11,1,RHFE RHFE RHFE,,,1001,3,
Buckfastleigh,,138,T1,,20160725_223912.wac,0,1163.673,17.425,0_20160725_225835_673,25/07/2016,22:58:35,22,25/07/2016,10:58:35,10,PIPY,100,98,0.552909,BABA,104,53.908,32.27,3.507,67.837,53.215,56.426,138.562,55.735,1.663,349.901,3.024,35.36,1,PIPY RHFE,,,1915,1,
Buckfastleigh,,141,S2,,20160727_223606.wac,0,1385.715,3.484,0_20160727_225911_715,27/07/2016,22:59:11,22,27/07/2016,10:59:11,10,PINA,11,6,0.067617,RHFE;PIPI,11,51.733,0.4,30.483,52.481,50.044,51.783,135.975,51.813,2.456,-111.406,28.634,1.68,1,RHFE,,,1476,1,
Buckfastleigh,,141,S2,,20160727_223606.wac,0,1485.312,5.287,0_20160727_230051_312,27/07/2016,23:00:51,23,27/07/2016,11:00:51,11,RHFE,19,8,0.042738,PINA;PIPI;RHHI,19,59.922,5.76,24.261,61.334,56.077,60.069,103.946,60.47,2.282,-98.889,22.399,27.25,1,RHFE,,,1510,1,
Buckfastleigh,,122,R1,,20160726_223714.wac,0,1419.72,14.879,0_20160726_230053_720,26/07/2016,23:00:53,23,26/07/2016,11:00:53,11,RHFE,2,2,0.265629,,5,68.07,-119.22,6.463,76.799,54.792,64.157,2122.434,65.491,1.024,697.796,5.609,2.5,1,RHFE,,,611,1,
Buckfastleigh,,138,T1,,20160726_223714.wac,0,1456.605,7.993,0_20160726_230130_605,26/07/2016,23:01:30,23,26/07/2016,11:01:30,11,PIPY,41,35,0.384121,BABA;RHFE,41,56.826,30.05,5.67,67.724,55.989,59,140.628,58.657,1.279,380.078,5.297,29.53,1,RHFE PIPY,,,1680,1,
Buckfastleigh,,138,T1,,20160727_223613.wac,0,1529.92,17.179,0_20160727_230142_920,27/07/2016,23:01:42,23,27/07/2016,11:01:42,11,PIPY,125,122,0.532871,PIPI;MYNA;MYBE,130,54.339,39.51,2.959,67.371,53.997,57.008,130.369,56.186,1.322,330.45,2.65,29.93,1,PIPY RHFE,,,1970,1,
Buckfastleigh,,138,T1,,20160727_223613.wac,0,1547.576,47.223,0_20160727_230200_576,27/07/2016,23:02:00,23,27/07/2016,11:02:00,11,PIPY,324,305,0.460269,BABA;MYNA;RHFE;EPSE,345,54.22,40.29,3.227,67.902,53.664,56.934,131.249,56.319,1.38,402.131,2.837,84.3,1,PIPY MYO PIPY MYO RHFE PIPY MYO,,,2280,1,
Buckfastleigh,,122,R1,,20160725_223915.wac,0,1385.088,46.511,0_20160725_230220_088,25/07/2016,23:02:20,23,25/07/2016,11:02:20,11,NoID,2,0,0,RHHI,16,63.863,73.75,2.911,82.698,58.982,66.081,2707.216,65.23,1.266,532.29,2.301,11.52,1,RHFE,,,694,1,
Buckfastleigh,,138,T1,,20160726_223714.wac,0,1603.516,24.783,0_20160726_230357_516,26/07/2016,23:03:57,23,26/07/2016,11:03:57,11,PIPY,172,153,0.37642,BABA;MYNA;RHFE;PLAUR;EPSE;NYNO,175,54.943,32.65,3.445,68.771,54.269,57.743,123.975,56.837,1.395,317.005,3.116,45.14,1,PIPY RHFE,,,2079,1,
Buckfastleigh,,140,G2,,20160725_224449.wac,0,1159.145,2.153,0_20160725_230408_145,25/07/2016,23:04:08,23,25/07/2016,11:04:08,11,RHFE,6,6,0.711547,,6,81.791,-0.2,13.045,82.95,76.298,81.607,48.195,81.827,0.414,61.635,11.858,6.06,1,RHFE,,,192,1,
Buckfastleigh,,122,R1,,20160727_223614.wac,0,1675.191,43.008,0_20160727_230409_191,27/07/2016,23:04:09,23,27/07/2016,11:04:09,11,RHHI,7,5,0.076618,RHFE,30,59.436,38.52,3.081,81.079,56.994,64.357,1380.823,61.026,1.364,401.316,2.698,16.55,1,RHFE,,,1105,1,
Buckfastleigh,,138,T1,,20160726_223714.wac,0,1628.492,27.607,0_20160726_230422_492,26/07/2016,23:04:22,23,26/07/2016,11:04:22,11,PIPY,230,207,0.440599,RHFE;MYNA;NYNO;MYBR,236,54.489,23.13,3.923,67.494,53.636,56.989,106.332,55.96,1.531,338.093,3.438,83.1,1,PIPY PIPY RHFE,,,2188,1,
Buckfastleigh,,103,L1,,20160725_224320.wac,0,1263.807,3.092,0_20160725_230423_807,25/07/2016,23:04:23,23,25/07/2016,11:04:23,11,PIPI,6,3,0.063987,RHFE;PIPY,7,58.471,31.03,3.175,65.426,57.801,60.498,147.346,58.979,1.153,319.18,2.731,3.01,1,PIPI RHFE,,,449,1,
Buckfastleigh,,114,O2,,20160725_224048.wac,0,1421.657,2.741,0_20160725_230429_657,25/07/2016,23:04:29,23,25/07/2016,11:04:29,11,RHFE,9,8,0.321006,PINA,11,79.135,-0.89,16.218,81.361,75.759,78.888,71.363,79.092,4.716,-428.934,15.259,10.99,1,RHFE,,,545,1,
Buckfastleigh,,122,R1,,20160727_223614.wac,0,1719.829,87.769,0_20160727_230453_829,27/07/2016,23:04:53,23,27/07/2016,11:04:53,11,RHHI,4,3,0.082403,RHFE,53,60.328,49.26,2.591,78.924,57.601,64.687,1346.894,62.441,1.386,306.915,2.142,25.52,1,RHFE,,,873,1,
Buckfastleigh,,124,A2,,20160725_224055.wac,0,1443.521,2.077,0_20160725_230458_521,25/07/2016,23:04:58,23,25/07/2016,11:04:58,11,PINA,5,3,0.069206,RHFE,5,57.779,-1.92,4.927,58.383,55.659,57.496,61.923,57.533,0.945,-66.076,4.454,2.95,1,RHFE,,,9,1,
Buckfastleigh,,119,T2,,20160728_223405.wac,0,1866.707,3.292,0_20160728_230511_707,28/07/2016,23:05:11,23,28/07/2016,11:05:11,11,RHFE,14,14,0.664698,,14,81.535,-0.32,16.166,82.693,78.277,81.52,105.001,81.547,0.999,227.017,16.057,4.15,1,RHFE,,,2567,1,
Buckfastleigh,,119,T2,,20160728_223405.wac,0,1872.776,2.323,0_20160728_230517_776,28/07/2016,23:05:17,23,28/07/2016,11:05:17,11,RHFE,5,5,0.738572,,5,81.823,6.87,15.66,83.872,80.49,82.166,106.267,82.83,1.347,120.42,14.86,3.03,1,RHFE,,,2566,1,
Buckfastleigh,,108,X1,,20160725_223906.wac,0,1576.217,3.281,0_20160725_230522_217,25/07/2016,23:05:22,23,25/07/2016,11:05:22,11,RHFE,3,3,0.526234,,3,82.483,0.43,5.45,83.357,76.387,82.117,193.294,82.766,0.048,-1077.992,5.43,1.92,1,RHFE,,,2686,1,
Buckfastleigh,,116,B1,,20160725_230418.wac,0,80.184,3.915,0_20160725_230538_184,25/07/2016,23:05:38,23,25/07/2016,11:05:38,11,RHFE,10,10,0.614453,,10,81.418,4.02,6.241,83.774,77.978,81.545,37.35,82.017,1.706,-376.815,5.534,3.6,1,RHFE MYO,,,116,1,
Buckfastleigh,,122,R1,,20160726_223714.wac,0,1722.173,17.025,0_20160726_230556_173,26/07/2016,23:05:56,23,26/07/2016,11:05:56,11,RHFE,2,2,0.179429,,11,62.932,40.83,3.589,84.791,57.758,67.512,778.412,65.493,1.453,-79.071,3.228,4.43,1,RHFE,,,612,1,
Buckfastleigh,,138,T1,,20160728_223413.wac,0,1935.055,55.344,0_20160728_230628_055,28/07/2016,23:06:28,23,28/07/2016,11:06:28,11,PIPY,435,391,0.38643,NYNO;PIPI;MYNA;MYNA;MYBR;MYDAU;RHFE,455,55.311,40.85,3.473,67.669,54.581,58.049,120.729,57.58,1.337,289.529,3.167,124.78,1,PIPY MYO PIPY RHFE MYO MYO PIPY MYO MYO,,,2348,1,
Buckfastleigh,,138,T1,,20160726_223714.wac,0,1770.007,52.492,0_20160726_230644_007,26/07/2016,23:06:44,23,26/07/2016,11:06:44,11,PIPY,371,360,0.607835,BABA;MYNA;EPSE,383,53.271,32.53,3.045,65.434,52.778,55.671,132.932,54.91,1.369,419.488,2.678,95.79,1,PIPY PIPY RHFE,,,2312,1,
Buckfastleigh,,122,R1,,20160726_223714.wac,0,1773.035,106.164,0_20160726_230647_035,26/07/2016,23:06:47,23,26/07/2016,11:06:47,11,RHFE,5,5,0.109189,,58,60.69,80.04,2.445,85.272,57.08,65.591,1752.462,63.192,1.334,-242.365,1.892,37.79,1,RHFE,,,947,1,
